c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme,c_DépartementResponsable
"RIN 1022","Négociation collective contemporaine","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",564,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1002","Initiation à la gestion","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1013","Comportement organisationnel","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"DRT 1080","Droit du travail au Québec","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1016","Gestion de la rémunération","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1404","Travail et société","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 2010","Gestion de la formation et développement des ressources humaines","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 4020","Gestion du rendement","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ECO 3004","Formation et compétitivité économique","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ECO 3005","Développement économique et emploi","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1011",Dotation,"Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1013","Problèmes de santé au travail","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1014","Problèmes de sécurité au travail","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1015","Gestion du dossier de santé et de sécurité au travail","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"ADM 1002","Initiation à la gestion","Cours avec examen",4209,"Gestion des ressources humaines","Gestion des ressources  humaines et relations de travail"
"DRT 1080","Droit du travail au Québec","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ECO 3003","Économie du travail","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1012","Droit et pratique des conventions collectives","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1022","Négociation collective contemporaine","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1024","Arbitrage des griefs","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ADM 1013","Comportement organisationnel","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ADM 1404","Travail et société","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1011",Dotation,"Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1016","Gestion de la rémunération","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ECO 3005","Développement économique et emploi","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1013","Problèmes de santé au travail","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1014","Problèmes de sécurité au travail","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1015","Gestion du dossier de santé et de sécurité au travail","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"RIN 1017","Les défis de l'intervention préventiveen santé et sécurité au travail","Cours avec examen",4099,"Relations du travail","Gestion des ressources  humaines et relations de travail"
"ADM 1013","Comportement organisationnel","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 2007","Introduction au marketing","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"SCO 1205","Initiation à la comptabilité financière","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 1015","Gestion des ressources humaines","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ECO 1300","Analyse microéconomique","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"DRT 1060","Droit des affaires","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"FIN 1020","Administration financière 1","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 1002","Initiation à la gestion","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 3011","Éthique et responsabilité sociale des entreprises","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ECO 2400","Analyse macroéconomique","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 1420","Gestion des opérations","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"MQT 2001","Statistiques appliquées à la gestion","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 1402","Entreprise et société","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 4007","Analyse stratégique de l'entreprise","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 2010","Gestion de la formation et développement des ressources humaines","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 4015","Modèles internationaux de gestion des ressources humaines","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"DRT 1080","Droit du travail au Québec","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ECO 3003","Économie du travail","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1008","Introduction aux relations insdustrielles","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1011",Dotation,"Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1015","Gestion du dossier de santé et de sécurité au travail","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1016","Gestion de la rémunération","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1025","Équité en emploi/Équité salariale","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 2013","Conciliation emploi-famille et temps de travail","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 2015","Politiques et pratiques de gestion de la main-d'œuvre vieillissante","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 1404","Travail et société","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 3012","Gestion de la diversité culturelle","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 4020","Gestion du rendement","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 4025","Séminaire thématique en gestion de ressources humaines","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ECO 3004","Formation et compétitivité économique","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ECO 3005","Développement économique et emploi","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1014","Problèmes de sécurité au travail","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1022","Négociation collective contemporaine","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 1024","Arbitrage des griefs","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"RIN 4120","Innovation, organisation du travail et gestion des ressources humaines","Cours avec examen",7564,"Administration (gestion des ressources humaines)","Gestion des ressources  humaines et relations de travail"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",9362,"Gestion de la transformation numérique","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",9362,"Gestion de la transformation numérique","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",589,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",1910,"Gouvernance des technologies de l'information","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Gestion des technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Gestion des technologies de l'information"
"INF 1220","Introduction à la programmation","Cours avec examen",127,"Développement de logiciels","Informatique et technologies de l'information"
"INF 1250","Introduction aux bases de données","Cours avec examen",127,"Développement de logiciels","Informatique et technologies de l'information"
"INF 1420","Interfaces humain-machine","Cours avec examen",127,"Développement de logiciels","Informatique et technologies de l'information"
"INF 6450","Gestion de l'information avec XML","Cours avec examen",127,"Développement de logiciels","Informatique et technologies de l'information"
"SCI 1016","Introduction à la science des données","Cours avec examen",865,"Science des données","Informatique et technologies de l'information"
"SCI 1018","Statistiques avec R","Cours avec examen",865,"Science des données","Informatique et technologies de l'information"
"INF 1421","Apprentissage machine","Cours avec examen",865,"Science des données","Informatique et technologies de l'information"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",865,"Science des données","Informatique et technologies de l'information"
"INF 1220","Introduction à la programmation","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1250","Introduction aux bases de données","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1425","Algorithmique et structures de données","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 6460","Recherche et filtrage d'informations","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"SCI 1016","Introduction à la science des données","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"SCI 1018","Statistiques avec R","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1421","Apprentissage machine","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1426","Traitement d'images","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1420","Interfaces humain-machine","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 2005","Programmation orientée objet avec C++","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 6450","Gestion de l'information avec XML","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1160","Les réseaux d'entreprise","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1165","Réseaux et sécurité informatique","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1427","Architecture des ordinateurs","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",4128,"Informatique appliquée","Informatique et technologies de l'information"
"INF 1421","Apprentissage machine","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"SCI 1016","Introduction à la science des données","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"SCI 1018","Statistiques avec R","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"INF 1220","Introduction à la programmation","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"INF 1250","Introduction aux bases de données","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"INF 6460","Recherche et filtrage d'informations","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"SCI 1031","Visualisation et analyse de données spatiales avec R","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",4865,"Science des données","Informatique et technologies de l'information"
"INF 1220","Introduction à la programmation","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1250","Introduction aux bases de données","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1425","Algorithmique et structures de données","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1427","Architecture des ordinateurs","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1429","Systèmes d'exploitation","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1420","Interfaces humain-machine","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 2005","Programmation orientée objet avec C++","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 6450","Gestion de l'information avec XML","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1421","Apprentissage machine","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1423","Vision numérique et applications","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1426","Traitement d'images","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 6460","Recherche et filtrage d'informations","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"SCI 1016","Introduction à la science des données","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"SCI 1018","Statistiques avec R","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"SCI 1031","Visualisation et analyse de données spatiales avec R","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1160","Les réseaux d'entreprise","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"INF 1165","Réseaux et sécurité informatique","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"MQT 2420","Récherche opérationnelle","Cours avec examen",6010,"Informatique ","Informatique et technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",810,"Technologie de l'information","Informatique et technologies de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",810,"Technologie de l'information","Informatique et technologies de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",810,"Technologie de l'information","Informatique et technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",810,"Technologie de l'information","Informatique et technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",1811,"Sciences (technologie de l'information), profil avec mémoire","Informatique et technologies de l'information"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 6050","Analytique d'affaires","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",1810,"Sciences (technologie de l'information), profil sans mémoire","Informatique et technologies de l'information"
"LIN 4003","Overview of English Language Varieties and Cultures","Cours avec examen",82,"Approfondissement de l'anglais","Lettres et langues"
"FRA 1002","Maîtrise du farnçais écrit","Cours avec examen",73,"Perfectionnement en français écrit","Lettres et langues"
"FRA 3005","Rédaction fondamentale","Cours avec examen",73,"Perfectionnement en français écrit","Lettres et langues"
"PHI 1010","L'organisation de la pensée","Cours avec examen",73,"Perfectionnement en français écrit","Lettres et langues"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",9020,"Initiation à la traduction en français et en espagnol","Lettres et langues"
"LIN 4033","Terminologie fondamentale","Cours avec examen",9020,"Initiation à la traduction en français et en espagnol","Lettres et langues"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",9020,"Initiation à la traduction en français et en espagnol","Lettres et langues"
"ANG 3001","Listening and Speaking","Cours avec examen",81,"Anglais fonctionnel","Lettres et langues"
"ESP 2000","Curso de español para principiantes","Cours avec examen",105,Espagnol,"Lettres et langues"
"ESP 2001","La comunicación general en español","Cours avec examen",105,Espagnol,"Lettres et langues"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",105,Espagnol,"Lettres et langues"
"FRA 2140","Compétences en frasnçais langue seconde 2","Cours avec examen",229,"Français langue seconde","Lettres et langues"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",114,"Littérature populaire","Lettres et langues"
"LIN 1001","Langue et société","Cours avec examen",921,"Sciences du langage","Lettres et langues"
"LIN 3010","Développement du langage","Cours avec examen",921,"Sciences du langage","Lettres et langues"
"LIN 4003","Overview of English Language Varieties and Cultures","Cours avec examen",4924,"Langue anglaise","Lettres et langues"
"ANG 4017","International Business English","Cours avec examen",4924,"Langue anglaise","Lettres et langues"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",4652,"Langue et cultures hispaniques","Lettres et langues"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",4652,"Langue et cultures hispaniques","Lettres et langues"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",4652,"Langue et cultures hispaniques","Lettres et langues"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",4652,"Langue et cultures hispaniques","Lettres et langues"
"FRA 3005","Rédaction fondamentale","Cours avec examen",4652,"Langue et cultures hispaniques","Lettres et langues"
"FRA 3005","Rédaction fondamentale","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",4424,"Pratiques rédactionnelles","Lettres et langues"
