Sigle du cours,Titre du cours,Description du cours,Type de cours,Nombre de crédits,Charge hebdomadaire,Cycle d'études,Cours préalable,Département responsable, Profil de formation du programme ,Numéro du programme
SHS 2100,Société et sociétés,"Introduction générale aux sciences sociales et à certains de leurs concepts fondamentaux : présentation de recherches clés en sciences sociales (l'évolution historique du statut de l'enfant, les causes sociales du suicide, etc.).",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Culture et expressions écrites,6378
LIN 1001,Langue et société,Remarquer et interpréter la variation linguistique entre locuteurs d'une même langue. Percevoir et comprendre les dynamiques en jeu entre les langues et les dialectes en contact.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIN 2001,Langue française: histoire générale et spécifique québécoise,Origines et naissance de la langue française : principaux événements ayant contribué à son développement. Grandes périodes de l'histoire du français : caractéristiques et changements associés à chacune.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIN 3001,Le langage et ses usages,"Le contenu est issu des domaines de la philosophie du langage et de la pragmatique, et présenté dans un processus de réflexion allant du général au particulier et de l'abstrait au concret. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIN 3004,Lexicologie et lexicographie de la languye française,S'initier à l'étude du lexique de la langue française (vocabulaire) et à sa description lexicographique (dans les dictionnaires et ouvrages de référence). Le fonctionnement et la formation des mots et les relations qui les unissent. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIN 3010,Développement du langage,"Le cours aborde diverses facettes de l'acquisition et du développement du langage, de la naissance jusqu'à l'école primaire, avec l'accent mis sur le développement du français comme langue maternelle.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIT 4001,Littérature de masse,"Interactions entre alphabétisation, institution littéraire, marché, discours social et formes narratives disponibles. Émergence et histoire des genres populaires. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIT 4004,Littérature pour enfants,"Une idée synthétique, pratique et théorique de la littérature pour enfants. Il intéressera les personnes suivantes : enseignants, bibliothécaires, documentalistes, animateurs, éducateurs en garderie ou parents.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIT 4005,Le roman d'amour,"Situer le roman d'amour dans une perspective évolutive et comparative. S'initier à plusieurs aspects de la théorie littéraire par l'étude d'un seul genre, le roman d'amour. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIT 4006,Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ,Situer les renouveaux contemporains du conte québécois et de la nouvelle québécoise dans une perspective évolutive et comparative. S'initier à la théorie littéraire en insistant sur la spécificité des formes brèves. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIT 4007,Roman et mondialisation,"Accroître ses connaissances en matière de littérature romanesque affectée par la mondialisation, notamment quant à sa diversité de formes, d'origines, de thématiques et de notoriété et autres.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIT 4101,Création littéraire 1: Pastiches et exercices de style,Le cours stimule la créativité et élargit le champ de compétences scripturaires en amenant à saisir et à s'approprier les spécificités propres à une pluralité de manières d'écrire – les styles – développées par des auteurs québécois.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
ESP 3001,Español intermedio,Continuer de s'approprier certaines notions sur la langue espagnole parlée correspondant à un niveau de compétence intermédiaire.,Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 2001,Lettres et langues,Langue et linguistique,6632
ESP 4001,La lectura y la redacción en español,"Maîtriser les habiletés nécessaires principalement pour lire et écrire, mais aussi pour comprendre et parler en espagnol. Approfondir des éléments de syntaxe et d'orthographe espagnols.",Cours avec examen,3,9 heures par semaine,Premier cycle,ESP 3001,Lettres et langues,Langue et linguistique,6632
ESP 4012,Sociolingüística del mundo hispánico,Comprendre les caractéristiques sociolinguistiques de plusieurs pays de l'hispanophonie du point de vue de l'évolution et du statut des langues dans les différentes communautés linguistiques.,Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 4001,Lettres et langues,Langue et linguistique,6632
LIN 4016,Aprendizaje de una segunda lengua y bilingüismo,"Aperçu des stades de développement du langage. Regard critique sur les différences individuelles dans l'apprentissage d'une langue seconde telles que l'aptitude, la motivation, l'âge, la langue maternelle. ",Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 4001,Lettres et langues,Langue et linguistique,6632
ANG 3001,Listening and Speaking,"Faciliter des interactions ponctuelles, appropriées et correctes en anglais parlé. Fournir une connaissance descriptive de la langue (grammaire et syntaxe) et introduire à quelques aspects des théories sociolinguistiques.",Cours avec examen,3,9 heures par semaine,Premier cycle,ANG 2001,Lettres et langues,Langue et linguistique,6632
ANG 4005,Effective Written Communication,"Approche fonctionnelle-communicative de l'enseignement des langues. Approfondissement d'un type de texte spécifique : la lettre personnelle, la lettre d'affaires, le rapport, le télégramme, le curriculum vitæ et autres. ",Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 3001,Lettres et langues,Langue et linguistique,6632
ANG 4017,International Business English,"S'exprimer efficacement en anglais dans diverses situations liées aux affaires (rencontres, vidéoconférences, appels téléphoniques, etc.).",Cours avec examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
ANG 4020,Advanced Written and Oral Productions,Développer des habiletés productives en anglais langue seconde. Toucher aux sphères universitaires et professionnelles. ,Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
LIN 4015,Second Language Learning and Bilingualism,"Aperçu des stades de développement du langage. Regard critique sur les différences individuelles dans l'apprentissage d'une langue seconde, telles que l'aptitude, la motivation, l'âge, la langue maternelle. ",Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
LIN 4120,Teaching English as a Secind Language using Communication Technologies,"Les facteurs culturels, épistémologiques et psychologiques liés à l'enseignement des langues secondes basé sur des technologies modernes de communication et préparer un matériel d'enseignement utilisant ces technologies.",Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
LIN 4125,Teaching English as a Secind Language in Schools,"Se familiariser avec les théories et la méthodologie de l'enseignement des langues secondes au primaire et au secondaire, puis les appliquer lors de la préparation de matériel didactique.",Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
LIN 4128,Teaching English as a Secind Language to Adults,"Se familiariser avec les théories et les pratiques spécifiques à l'enseignement d'une langue seconde aux adultes, puis les appliquer lors de la planification et la préparation de matériel pédagogique. ",Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
LIN 4130,Reflexive Second Language Teaching,Se familiariser avec l'approche critique de l'enseignement des langues et appliquer les connaissances acquises dans un contexte d'enseignement concret.,Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Lettres et langues,Langue et linguistique,6632
ESP 4010,Redacción especializada en español,"Caractéristiques de la langue générale et de la langue de spécialité. Aspects pratiques de la rédaction : titres, voix passive, mots trop fréquents, code typographique, ponctuation, etc. ",Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 4001,Lettres et langues,Langue et linguistique,6632
LIN 4033,Terminologie fondamentale,"Prendre conscience de l'idiosyncrasie de la terminologie et de la communication spécialisée : utilisation des termes en contexte, circulation des savoirs entre disciplines, variation terminologique",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
TRA 4011,Iniciación a la traducción profesional: francés-español,Connaître les notions de base indispensables à la traduction professionnelle. Acquérir une meilleure connaissance et la maîtrise des langues en cause pour mieux comprendre.,Cours avec examen,3,9 heures par semaine,Premier cycle,ESP 4001,Lettres et langues,Langue et linguistique,6632
TRA 4035,Reducción de textos,S'approprier des techniques de contraction de texte afin de développer des stratégies cognitives qui facilitent la compréhension d'un texte d'une langue source et la transposition du contenu de ce texte à une langue cible. ,Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 4001,Lettres et langues,Langue et linguistique,6632
TRA 4040,Traduction de l'espagnol au français: aspects culturels et linguistiques,Prendre conscience de la spécificité de la communication traductionnelle. Comprendre les éléments participant à l'activité traductionnelle et les notions de base qui s'y lient.,Cours avec examen,3,9 heures par semaine,Premier cycle,ESP 4001,Lettres et langues,Langue et linguistique,6632
FRA 3005,Rédaction fondamentale,"Le vertige devant la feuille blanche et ses remèdes. La lecture raisonnée. Les outils pour collecter l'information (prise de notes, résumé, fiche). La mise en ordre de l'information. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
FRA 3006,Rédaction administrative,Acquérir les compétences spécifiques de la communication écrite en milieu organisationnel.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
FRA 3008,Écriture en communication,"Les étapes de la rédaction : recherche-documentation, construction et rédaction du texte, révision cyclique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
LIN 2003,Nouvelles pratiques du français,S'initier aux nouveautés touchant la norme de la langue française. Développer un regard objectif envers ces nouveautés. Comprendre les phénomènes de variation qui affectent la norme du français.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
PHI 2015,Pensée critique et argumentation,"Reconnaissance, évaluation et manipulation des actes discursifs, des éléments de sens et des enchaînements d'une argumentation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Lettres et langues,Langue et linguistique,6632
PHI 1010,L'organisation de la pensée,Acquérir et consolider des connaissances théoriques et surtout des savoir-faire pratiques relatifs à la démarche intellectuelle et à ses exigences logiques.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Études pluridisciplinaires,4372
PHI 2015,Pensée critique et argumentation,"Reconnaissance, évaluation et manipulation des actes discursifs, des éléments de sens et des enchaînements d'une argumentation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Études pluridisciplinaires,4372
ADM 1400,Théories de l'organisation,"décoder des situations organisationnelles concrètes. Série de métaphores de l'organisation, les exploiter pour décoder des situations organisationnelles.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
COM 2000,Histoire des communications,Se familiariser avec les grandes étapes de l'évolution de la communication et son importance dans les structures sociales.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
ENV 1101,Introduction à la gestion des ressources naturelles,Acquérir les connaissances de base en environnement de façon à obtenir une vue d'ensemble des impacts de l'utilisation des ressources naturelles sur le fonctionnement et l'équilibre de la biosphère.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
FRA 3008,Écriture en communication,"Les étapes de la rédaction : recherche-documentation, construction et rédaction du texte, révision cyclique.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
PHI 2011,Épistémologie des sciences et des techniques,Fournir des outils d'analyse des problématiques épistémologiques toujours d'actualité mais qui ont vu le jour au tout début du vingtième siècle en Occident. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
PHI 2015,Pensée critique et argumentation,"Reconnaissance, évaluation et manipulation des actes discursifs, des éléments de sens et des enchaînements d'une argumentation.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
PSY 3010,Psychologie du travail et des organisations,Favoriser l'analyse et la compréhension des individus en milieu organisationnel. Être conscientisé à l'importance de la dimension psychologique à l'intérieur de la dynamique organisationnelle.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
SHS 2100,Société et sociétés,"Introduction générale aux sciences sociales et à certains de leurs concepts fondamentaux : présentation de recherches clés en sciences sociales (l'évolution historique du statut de l'enfant, les causes sociales du suicide, etc.).",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
SOC 1012,Méthodologie de la recherche sociale 1,Élaborer une problématique de recherche selon une approche quantitative. Élaborer une structure de preuve appropriée à une problématique quantitative.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Arts,7695
SOC 1014,Méthodologie de la recherche sociale 2,"Le contenu du cours est basé principalement sur le livre Recherche sociale, De la problématique à la collecte des données, ainsi que sur quelques lectures complémentaires tirées de deux autres livres de méthodologie. ",Cours avec examen,3,9 heures par semaine,Premier cycle,SOC 1012,Pluridisciplinaire,Arts,7695
ACA 6400,Partage de sens et dialogue - UQAR,Permettre à l'étudiant d'élaborer une réflexion critique sur les enjeux entourant la mise en sens du passage à la retraite ou à celui d'une réorientation de vie. ,Information manquante,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Sens et projet de vie,571
ACA 6300,Histoire de vie et construction de sens,"Construire le sens de son projet de vie à partir de l'écriture et de l'analyse de son récit de vie. En se basant sur l'approche des histoires de vie en formation, être en mesure d'établir son référentiel de valeurs et de direction.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Sens et projet de vie,571
ACA 6500,Trajectoires personnelles et sociales - UQAR,Approfondir le sens de son histoire par une mise en perspective de sa trajectoire personnelle en lien avec le contexte social dans lequel elle s'est développée.,Information manquante,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Sens et projet de vie,571
ACA 6620,Sens et projet : définition et anticipation,"Réaliser une synthèse finale et susciter un questionnement à moyen et long terme sur le thème du sens, construire tout au long du programme « Sens et projet de vie ».",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Sens et projet de vie,571
ACA 6640,Sens et projet : planification et mise en œuvre,"Refonder, de manière continue, une posture existentielle, une posture ontologique, une posture anthropologique et une posture éthique par l'élaboration et la mise en oeuvre d'un projet de vie. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Pluridisciplinaire,Sens et projet de vie,571
SCI 1013,Introduction aux méthodes de recherche scientifique,"Se familiariser avec les méthodes de recherche communes à l'ensemble des disciplines scientifiques et en reconnaître les contraintes, limites et conditions d'application.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
SCI 1018,Statistiques avec R,Maîtriser les analyses statistiques de base utilisées en sciences et le logiciel statistique libre R pour réaliser ces analyses.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
SCI 1031,Visualisation et analyse de données spatiales avec R,"Les concepts de base de la représentation spatiale. Les données vectorielles, leurs caractéristiques principales et leur visualisation. Les données matricielles, leurs caractéristiques principales et leur visualisation. ",Cours avec examen,3,9 heures par semaine,Premier cycle,SCI 1016 ou SCI 1018,Sciences,Science et technologie,4401
SCI 1230,Travail scientifique et technologies de l'information,"Principales familles de tâches scientifiques faisant principalement appel aux technologies de l'information : visualisation, simulation, contrôle d'appareillage, télémesure, acquisition et analyse de données, etc.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI","Identifier les bénéfices offerts par les TI dans plusieurs domaines et les risques associés à ces technologies. Différencier les principales lois en matière de violation de la propriété intellectuelle, du vol d'identité.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
HIS 1075,Histoire des sciences au Québec,S'initier à l'histoire des sciences au Québec depuis les débuts de la colonisation française jusqu'à la fin de la Révolution tranquille.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
SCI 1021,"Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance","Présenter le développement des sciences, des techniques en montrant leur interaction avec les civilisations qui leur servent de cadre, de l'Antiquité à la fin de la Renaissance. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 1101,Introduction à la gestion des ressources naturelles,Acquérir les connaissances de base en environnement de façon à obtenir une vue d'ensemble des impacts de l'utilisation des ressources naturelles sur le fonctionnement et l'équilibre de la biosphère.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 2010,Gestion des ressources: faune et habitat,Cerner le domaine de la gestion de la ressource faunique en mettant en relation les concepts propres aux sciences biologiques et les réalités socio-économiques dont on tient compte dans la gestion de cette ressource.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 3111,Gestion environnementale des ressources forestières,"Zones forestières du Québec. Gestion, préservation, coopératives forestières, partage des usages. Dynamique naturelle des forêts, valeur faunique, succession végétale, résilience de l'écosystème forestier.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 3114,Agroforesterie et développement durable,Fondements historique et écologique de l'agroforesterie. Pratiques d'agroforesterie en milieux tempéré et tropical. Agrosylviculture. Culture itinérante. Cultures intercalaires. Jachères rotationnelles forestières.,Cours avec examen,3,9 heures par semaine,Premier cycle,ENV 1101,Sciences,Science et technologie,4401
GEO 1001,Introduction à la géographie physique,"Les grands thèmes traités conduisent à la compréhension des interrelations entre les principales composantes du géosystème terre : l'atmosphère, l'hydrosphère, la lithosphère, la biosphère sans omettre les actions humaines.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 3013,Écotoxicologie,"Reconnaître et appliquer les notions fondamentales de l'écotoxicologie à des problèmes environnementaux. Notions de base en toxicologie de l'environnement, types de toxicité, types de substances toxiques.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 3017,Santé et environnement,Connaissance générale des liens entre l'environnement et la santé humaine. Connaissance de base des fondements de la santé environnementale et des approches et méthodes utilisées en santé environnementale. ,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 4014,Technologies d'assainissement et prévention de la pollution,"Avantages et limites actuelles des procédés existants ainsi que des possibilités technologiques futures, notamment celles qui sont basées sur la biotechnologie. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 1110,Changements climatiques,"Intégrer aux connaissances actuelles, les fondements de la science des changements climatiques et les multiples enjeux environnementaux, sociaux, politiques et économiques découlant de ce phénomène.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 3026,Économie et gestion du développement durable,"Acquérir des connaissances relatives aux concepts et aux outils économiques liées à la gestion du développement durable, à l'échelle locale et internationale.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
ENV 4016,Améganement du territoire et environnement,Les fondements de l'aménagement du territoire et l'évolution des enjeux et des pratiques. L'histoire et le développement de l'aménagement du territoire au Québec. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 1250,Introduction aux bases de données,"Se familiariser avec les notions de base des systèmes de gestion de bases de données (SGBD), plus particulièrement avec les composantes du modèle relationnel et autres sujets en lien avec les SGBD.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 1425,Algorithmique et structures de données,"Décrire des structures de données élémentaires et avancées. Utiliser des algorithmes de tri classiques, ainsi que des algorithmes de recherche dans des graphes. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
SCI 1016,Introduction à la science des données,Introduction à la science des données. Notions de base du langage R. Inférence statistique dans R. Analyse exploratoire des données. Algorithmes de base en apprentissage machine. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 1220,Introduction à la programmation,Introduire au concept fondamental d'algorithme. Aborder une résolution de problème d'un point de vue informatique. Introduire aux concepts de base de la programmation orientée-objet. ,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 2005,Programmation orientée objet avec C++,Utiliser l'approche orientée objet avec le langage C++.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 1165,Réseaux et sécurité informatique,Identifier les vulnérabilités et les risques auxquels les réseaux informatiques sont exposés et autres.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 6400,Gestion de connaissances et informatique,"L'économie du savoir. Données, informations et connaissances. Processus de gestion des connaissances : création, capitalisation, récupération et diffusion. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences,Science et technologie,4401
INF 6450,Gestion de l'information avec XML,Concevoir un vocabulaire XML pour représenter des informations en format XML. Déterminer si un document XML est bien formé ou valable. ,Cours avec examen,3,9 heures par semaine,Premier cycle,INF 1220,Sciences,Science et technologie,4401
COM 3030,La communication interculturelle: une introduction,Comprendre la complexité et les dynamiques de la communication dans des situations d'interaction et d'échange interculturelles.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
POL 1010,Introductioon aux relations internationales,S'initier au champ d'études que constituent les relations internationales. Comprendre le fonctionnement et les enjeux de la politique mondiale et saisir la configuration des différents acteurs nationaux et transnationaux.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
ADM 3012,Gestion de la diversité culturelle,Se familiariser avec les principales notions et pratiques de gestion appropriées aux rapports interculturels.,Cours avec examen,4,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
ECO 2015,Économie internationale,Avoir les connaissances de base nécessaires à une bonne compréhension de l'environnement économique international et autres connaissances en lien avec l'économie internationale.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
ENV 4012,Environnement international,Le cours a pour but de sensibiliser les différents acteurs sociaux pour les amener à jouer un rôle plus actif et plus critique par rapport aux questions environnementales et au développement mondial.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
INT 1010,Introduction au développement international,"Étudier les principaux fondements, pratiques et acteurs du développement international, ainsi que les thèmes qui y sont abordés en priorité, particulièrement l'envergure de la pauvreté dans le monde.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
INT 2020,Théories internationales et mondialisation,"Se familiariser avec les principales approches théoriques en études internationales, afin de mieux saisir les multiples aspects (sociologique, culturel, économique, politique, etc.) de la mondialisation. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
POL 4000,Politique étrangère des États-Unis,Cerner la complexité fondamentale de la politique étrangère américaine et comprendre les grandes tendances d'une politique dont les conséquences et les effets dépassent largement les frontières des États-Unis.,Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Études internationales et interculturelles,675
ANG 4017,International Business English,"S'exprimer efficacement en anglais dans diverses situations liées aux affaires (rencontres, vidéoconférences, appels téléphoniques, etc.).",Cours avec examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Sciences humaines et sociales,Études internationales et interculturelles,675
ANG 4020,Advanced Written and Oral Productions,Développer des habiletés productives en anglais langue seconde. Toucher aux sphères universitaires et professionnelles. ,Cours sans examen,3,9 heures par semaine,Premier cycle,ANG 4005 ou ENGL 177 ou LIN 4002 ou LIN 4003,Sciences humaines et sociales,Études internationales et interculturelles,675
ESP 4010,Redacción especializada en español,"Caractéristiques de la langue générale et de la langue de spécialité. Aspects pratiques de la rédaction : titres, voix passive, mots trop fréquents, code typographique, ponctuation, etc. ",Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 4001,Sciences humaines et sociales,Études internationales et interculturelles,675
ESP 4012,Sociolingüística del mundo hispánico,Comprendre les caractéristiques sociolinguistiques de plusieurs pays de l'hispanophonie du point de vue de l'évolution et du statut des langues dans les différentes communautés linguistiques.,Cours sans examen,3,9 heures par semaine,Premier cycle,ESP 4001,Sciences humaines et sociales,Études internationales et interculturelles,675
TRA 4040,Traduction de l'espagnol au français: aspects culturels et linguistiques,Prendre conscience de la spécificité de la communication traductionnelle. Comprendre les éléments participant à l'activité traductionnelle et les notions de base qui s'y lient.,Cours avec examen,3,9 heures par semaine,Premier cycle,ESP 4001,Sciences humaines et sociales,Études internationales et interculturelles,675
PSY 1015,Intrduction à la psichométrie,"Acquérir les connaissances fondamentales sur les principaux aspects théoriques, méthodologiques et pratiques de la mesure, de l'évaluation et des tests psychométriques. ",Cours avec examen,3,9 heures par semaine,Premier cycle,STA 1001,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 1110,Intrduction à l'histoire de la psychologie,"Connaître les bases historiques et scientifiques de la psychologie humaine. Connaître les principaux concepts, approches, thèmes et fondements théoriques de la psychologie humaine. ",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 1200,Développement de l'enfant,"Fournir un aperçu global de la psychologie du développement qui se fonde principalement sur les connaissances acquises sur le développement de l'enfant, de la période prénatale au début de l'adolescence.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 1300,Introduction à la psychologie de la personnalité,"S'initier aux éléments de référence propres au domaine, aux concepts et aux principales théories de la personnalité.",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 1323,Motivation et émotions,"Introduction à la science de la motivation, ce qui provoque le comportement et sa cause, son objet, sa problématique, ses voies d'expression, ainsi que les principaux cadres théoriques de ce champ d'études. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 1400,Introductionà la psychologie de la santé,"Une introduction à la science de la motivation, ce qui provoque le comportement et sa cause, son objet, sa problématique, ses voies d'expression, ainsi que les principaux cadres théoriques de ce champ d'études. ",Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 1405,Psychologie et promotion de la santé,Le conditions de réussite des interventions en promotion de la santé et prévention des maladies. Mieux comprendre les enjeux éthiques impliqués dans les interventions en promotion de la santé et en prévention des maladies.,Cours sans examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
PSY 3005,Psychologie sociale,"Introduction à la psychologie sociale contemporaine : définition, historique et influences théoriques.",Cours avec examen,3,9 heures par semaine,Premier cycle,Aucun,Sciences humaines et sociales,Introduction à la psychologie,259
