c_SigleDuCours,c_TitreDuCours,c_TypeDuCours,c_NombreDeCrédits,c_NuméroDuProgramme,c_ProfilDeFormationDuprogramme
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6050","Analytique d'affaires","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ENV 6008","Modélisation et systèmes d'aide à la décision en environnement","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6104","Recherche d'informations et web","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6409","Forage de données","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6426","Vision par ordinateur et apprentissage profond","Information manquante",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6065","Sécurité des réeaux et des systèmes informatiques","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6070","Technologies sémantiques pour la gestion des connaissances","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6107","Web social","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"TED 6520","Environnements d'apprentissage intelligents","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 1220","Introduction à la programmation","Cours avec examen",3,127,"Développement de logiciels"
"INF 1250","Introduction aux bases de données","Cours avec examen",3,127,"Développement de logiciels"
"INF 1410","Génie logiciel","Cours sans examen",3,127,"Développement de logiciels"
"INF 1420","Interfaces humain-machine","Cours avec examen",3,127,"Développement de logiciels"
"INF 6450","Gestion de l'information avec XML","Cours avec examen",3,127,"Développement de logiciels"
"SCI 1016","Introduction à la science des données","Cours avec examen",3,865,"Science des données"
"SCI 1018","Statistiques avec R","Cours avec examen",3,865,"Science des données"
"INF 1421","Apprentissage machine","Cours avec examen",3,865,"Science des données"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",3,865,"Science des données"
"INF 1220","Introduction à la programmation","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1250","Introduction aux bases de données","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1410","Génie logiciel","Cours sans examen",3,4128,"Informatique appliquée"
"INF 1425","Algorithmique et structures de données","Cours avec examen",3,4128,"Informatique appliquée"
"INF 4018","Projet d'intégration","Cours sans examen",3,4128,"Informatique appliquée"
"INF 6460","Recherche et filtrage d'informations","Cours avec examen",3,4128,"Informatique appliquée"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",3,4128,"Informatique appliquée"
"SCI 1016","Introduction à la science des données","Cours avec examen",3,4128,"Informatique appliquée"
"SCI 1018","Statistiques avec R","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1421","Apprentissage machine","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1426","Traitement d'images","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1420","Interfaces humain-machine","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1424","Projet de développement logiciel en informatique appliquée","Information manquante",3,4128,"Informatique appliquée"
"INF 2005","Programmation orientée objet avec C++","Cours avec examen",3,4128,"Informatique appliquée"
"INF 6450","Gestion de l'information avec XML","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1160","Les réseaux d'entreprise","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1161","Réseaux et communication sans fil","Information manquante",3,4128,"Informatique appliquée"
"INF 1165","Réseaux et sécurité informatique","Cours avec examen",3,4128,"Informatique appliquée"
"INF 1427","Architecture des ordinateurs","Cours avec examen",3,4128,"Informatique appliquée"
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",3,4128,"Informatique appliquée"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,4128,"Informatique appliquée"
"INF 6400","Gestion de connaissances en informatique","Cours sans examen",3,4128,"Informatique appliquée"
"INF 1421","Apprentissage machine","Cours avec examen",3,4865,"Science des données"
"SCI 1016","Introduction à la science des données","Cours avec examen",3,4865,"Science des données"
"SCI 1017","Traitement de données massives","Cours sans examen",3,4865,"Science des données"
"SCI 1018","Statistiques avec R","Cours avec examen",3,4865,"Science des données"
"SCI 1402","Projet en science des données","Cours sans examen",3,4865,"Science des données"
"INF 1220","Introduction à la programmation","Cours avec examen",3,4865,"Science des données"
"INF 1250","Introduction aux bases de données","Cours avec examen",3,4865,"Science des données"
"INF 6460","Recherche et filtrage d'informations","Cours avec examen",3,4865,"Science des données"
"INF 9004","Informatique des entrepôts de données","Cours avec examen",3,4865,"Science des données"
"SCI 1031","Visualisation et analyse de données spatiales avec R","Cours avec examen",3,4865,"Science des données"
"SCI 1035","Apprentissage profond","Cours sans examen",3,4865,"Science des données"
"SCI 1037","Analyses structurelles","Information manquante.",3,4865,"Science des données"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,4865,"Science des données"
"INF 1220","Introduction à la programmation","Cours avec examen",3,6010,"Informatique "
"INF 1250","Introduction aux bases de données","Cours avec examen",3,6010,"Informatique "
"INF 1410","Génie logiciel","Cours sans examen",3,6010,"Informatique "
"INF 1425","Algorithmique et structures de données","Cours avec examen",3,6010,"Informatique "
"INF 1427","Architecture des ordinateurs","Cours avec examen",3,6010,"Informatique "
"INF 1430","Projet de fin d'études","Cours sans examen",3,6010,"Informatique "
"INF 1429","Systèmes d'exploitation","Cours avec examen",3,6010,"Informatique "
"INF 1420","Interfaces humain-machine","Cours avec examen",3,6010,"Informatique "
"INF 2005","Programmation orientée objet avec C++","Cours avec examen",3,6010,"Informatique "
"INF 2007","Programmation avancée","Information manquante",3,6010,"Informatique "
"INF 2009","Projet de programmation web","Information manquante",3,6010,"Informatique "
"INF 6400","Gestion de connaissances en informatique","Cours sans examen",3,6010,"Informatique "
"INF 6450","Gestion de l'information avec XML","Cours avec examen",3,6010,"Informatique "
"INF 1421","Apprentissage machine","Cours avec examen",3,6010,"Informatique "
"INF 1423","Vision numérique et applications","Cours avec examen",3,6010,"Informatique "
"INF 1426","Traitement d'images","Cours avec examen",3,6010,"Informatique "
"INF 1428","Théorie des langages et des automates","Information manquante",3,6010,"Informatique "
"INF 6460","Recherche et filtrage d'informations","Cours avec examen",3,6010,"Informatique "
"INF 9004","Informatique des entrepôts de données","Cours avec examen",3,6010,"Informatique "
"SCI 1016","Introduction à la science des données","Cours avec examen",3,6010,"Informatique "
"SCI 1017","Traitement de données massives","Cours sans examen",3,6010,"Informatique "
"SCI 1018","Statistiques avec R","Cours avec examen",3,6010,"Informatique "
"SCI 1031","Visualisation et analyse de données spatiales avec R","Cours avec examen",3,6010,"Informatique "
"INF 1160","Les réseaux d'entreprise","Cours avec examen",3,6010,"Informatique "
"INF 1161","Réseaux et communication sans fil","Information manquante",3,6010,"Informatique "
"INF 1165","Réseaux et sécurité informatique","Cours avec examen",3,6010,"Informatique "
"INF 1167","Internet des objets et systèmes diffus","Information manquante",3,6010,"Informatique "
"ADM 2006","Les systèmes d'information de gestion","Cours avec examen",3,6010,"Informatique "
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,6010,"Informatique "
"MQT 2420","Récherche opérationnelle","Cours avec examen",3,6010,"Informatique "
"ADM 6050","Analytique d'affaires","Cours avec examen",3,810,"Technologie de l'information"
"ENV 6008","Modélisation et systèmes d'aide à la décision en environnement","Cours sans examen",3,810,"Technologie de l'information"
"INF 6104","Recherche d'informations et web","Cours avec examen",3,810,"Technologie de l'information"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",3,810,"Technologie de l'information"
"INF 6409","Forage de données","Cours sans examen",3,810,"Technologie de l'information"
"INF 6426","Vision par ordinateur et apprentissage profond","Information manquante",3,810,"Technologie de l'information"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,810,"Technologie de l'information"
"INF 6065","Sécurité des réseaux et des systèmes informatiques","Cours sans examen",3,810,"Technologie de l'information"
"INF 6070","Technologies sémantiques pour la gestion des connaissances","Cours sans examen",3,810,"Technologie de l'information"
"INF 6107","Web social","Cours sans examen",3,810,"Technologie de l'information"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6050","Analytique d'affaires","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ENV 6008","Modélisation et systèmes d'aide à la décision en environnement","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6104","Recherche d'informations et web","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6409","Forage de données","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6426","Vision par ordinateur et apprentissage profond","Information manquante",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6065","Sécurité des réeaux et des systèmes informatiques","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6070","Technologies sémantiques pour la gestion des connaissances","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"INF 6107","Web social","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"TED 6520","Environnements d'apprentissage intelligents","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"MTI 6405","Projet individuel","Cours sans examen",3,1811,"Sciences (technologie de l'information), profil avec mémoire"
"ADM 6010","Marketing en affaires électroniques","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6020","Stratégies en affaires électroniques","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6030","Gestion des risques en affaires électroniques","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6040","Gestion stratégique des technologies de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6052","Transformation numérique organisationnelle","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6042","Les systèmes de l'information et la gestion organisationnelle","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6044","Gestion de projet en technologie de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6046","Gestion de la sécurité des technologies de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6048","Impartition des technologies de l'information","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 6050","Analytique d'affaires","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ENV 6008","Modélisation et systèmes d'aide à la décision en environnement","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6104","Recherche d'informations et web","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6408","Informatique de l'analyse multidimensionnelle","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6409","Forage de données","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6426","Vision par ordinateur et apprentissage profond","Information manquante",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ADM 3028","Len enjeux éthiques, légaux et sociétaux des TI","Cours avec examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6065","Sécurité des réeaux et des systèmes informatiques","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6070","Technologies sémantiques pour la gestion des connaissances","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"INF 6107","Web social","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"TED 6520","Environnements d'apprentissage intelligents","Cours sans examen",3,1810,"Sciences (technologie de l'information), profil sans mémoire"
"ANG 4005","Effective Written Communication","Cours sans examen",3,82,"Approfondissement de l'anglais"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",3,82,"Approfondissement de l'anglais"
"LIN 4002","Contemporary English Canadian Language and Culture","Cours sans examen",3,82,"Approfondissement de l'anglais"
"LIN 4003","Overview of English Language Varieties and Cultures","Cours avec examen",3,82,"Approfondissement de l'anglais"
"FRA 1002","Maîtrise du farnçais écrit","Cours avec examen",3,73,"Perfectionnement en français écrit"
"FRA 3005","Rédaction fondamentale","Cours avec examen",3,73,"Perfectionnement en français écrit"
"FRA 3006","Rédaction administrative","Cours sans examen",3,73,"Perfectionnement en français écrit"
"FRA 3008","Écriture en communication","Cours sans examen",3,73,"Perfectionnement en français écrit"
"LIN 2003","Nouvelles pratiques du français","Cours sans examen",3,73,"Perfectionnement en français écrit"
"PHI 1010","L'organisation de la pensée","Cours avec examen",3,73,"Perfectionnement en français écrit"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",3,73,"Perfectionnement en français écrit"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",3,9020,"Initiation à la traduction en français et en espagnol"
"LIN 4033","Terminologie fondamentale","Cours avec examen",3,9020,"Initiation à la traduction en français et en espagnol"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",3,9020,"Initiation à la traduction en français et en espagnol"
"TRA 4035","Reducción de textos","Cours sans examen",3,9020,"Initiation à la traduction en français et en espagnol"
"LIN 3004","Lexicologie et lexicographie de la languye française","Cours sans examen",3,9020,"Initiation à la traduction en français et en espagnol"
"ESP 4010","Redacción especializada en español","Cours sans examen",3,9020,"Initiation à la traduction en français et en espagnol"
"ANG 2001","General Communication","Cours sans examen",3,81,"Anglais fonctionnel"
"ANG 3001","Listening and Speaking","Cours avec examen",3,81,"Anglais fonctionnel"
"ANG 4005","Effective Written Communication","Cours sans examen",3,81,"Anglais fonctionnel"
"LIN 4015","Second Language Learning and Bilingualism","Cours sans examen",3,502,"Enseignement de l'anglais langue seconde"
"LIN 4120","Teaching English as a Secind Language using Communication Technologies","Cours sans examen",3,502,"Enseignement de l'anglais langue seconde"
"LIN 4125","Teaching English as a Secind Language in Schools","Cours sans examen",3,502,"Enseignement de l'anglais langue seconde"
"LIN 4128","Teaching English as a Secind Language to Adults","Cours sans examen",3,502,"Enseignement de l'anglais langue seconde"
"LIN 4130","Reflexive Second Language Teaching","Cours sans examen",3,502,"Enseignement de l'anglais langue seconde"
"ESP 2000","Curso de español para principiantes","Cours avec examen",3,105,Espagnol
"ESP 2001","La comunicación general en español","Cours avec examen",3,105,Espagnol
"ESP 3001","Español intermedio","Cours sans examen",3,105,Espagnol
"ESP 4001","La lectura y la redacción en español","Cours avec examen",3,105,Espagnol
"FRA 2100","Trajets interculturels en français 1","Cours sans examen",3,229,"Français langue seconde"
"FRA 2120","Compétences en frasnçais langue seconde 1","Cours sans examen",3,229,"Français langue seconde"
"FRA 2130","Trajets interculturels en français 2","Cours sans examen",3,229,"Français langue seconde"
"FRA 2140","Compétences en frasnçais langue seconde 2","Cours avec examen",3,229,"Français langue seconde"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",3,114,"Littérature populaire"
"LIT 4001","Littérature de masse","Cours sans examen",3,114,"Littérature populaire"
"LIT 4003","Bandde dessinée et figuration narrative","Cours sans examen",3,114,"Littérature populaire"
"LIT 4004","Littérature pour enfants","Cours sans examen",3,114,"Littérature populaire"
"LIT 4005","Le roman d'amour","Cours sans examen",3,114,"Littérature populaire"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",3,114,"Littérature populaire"
"LIN 1001","Langue et société","Cours avec examen",3,921,"Sciences du langage"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",3,921,"Sciences du langage"
"LIN 3001","Le langage et ses usages","Cours sans examen",3,921,"Sciences du langage"
"LIN 3004","Lexicologie et lexicographie de la languye française","Cours sans examen",3,921,"Sciences du langage"
"LIN 3010","Développement du langage","Cours avec examen",3,921,"Sciences du langage"
"ANG 4005","Effective Written Communication","Cours sans examen",3,4924,"Langue anglaise"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",3,4924,"Langue anglaise"
"LIN 4002","Contemporary English Canadian Language and Culture","Cours sans examen",3,4924,"Langue anglaise"
"LIN 4003","Overview of English Language Varieties and Cultures","Cours avec examen",3,4924,"Langue anglaise"
"LIN 4015","Second Language Learning and Bilingualism","Cours sans examen",3,4924,"Langue anglaise"
"ANG 4017","International Business English","Cours avec examen",3,4924,"Langue anglaise"
"LIN 4001","Introduction to Linguisitics","Information manquante.",3,4924,"Langue anglaise"
"LIN 4005","Language Making and Unmaking: From Issues to Planning","Information manquante.",3,4924,"Langue anglaise"
"LIN 4008","Individual Reflective Project","Cours sans examen",3,4924,"Langue anglaise"
"LIN 4125","Teaching English as a Secind Language in Schools","Cours sans examen",3,4924,"Langue anglaise"
"LIN 4128","Teaching English as a Secind Language to Adults","Cours sans examen",3,4924,"Langue anglaise"
"LIN 4130","Reflexive Second Language Teaching","Cours sans examen",3,4924,"Langue anglaise"
"SIM 1001","Stage d'immersion linguistique et interculturelle de langue seconde, à distance","Cours sans examen",3,4924,"Langue anglaise"
"ESP 3001","Español intermedio","Cours sans examen",3,4652,"Langue et cultures hispaniques"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",3,4652,"Langue et cultures hispaniques"
"ESP 4010","Redacción especializada en español","Cours sans examen",3,4652,"Langue et cultures hispaniques"
"ESP 4035","Reducción de textos","Cours sans examen",3,4652,"Langue et cultures hispaniques"
"ESP 4012","Sociolingüística del mundo hispánico","Cours sans examen",3,4652,"Langue et cultures hispaniques"
"LIN 4016","Aprendizaje de una segunda lengua y bilingüismo","Cours sans examen",3,4652,"Langue et cultures hispaniques"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",3,4652,"Langue et cultures hispaniques"
"TRA 4040","Traduction de l'espagnol au français: aspects culturels et linguistiques","Cours avec examen",3,4652,"Langue et cultures hispaniques"
"COM 3030","La communication interculturelle: une introduction","Cours avec examen",3,4652,"Langue et cultures hispaniques"
"FRA 3005","Rédaction fondamentale","Cours avec examen",3,4652,"Langue et cultures hispaniques"
"FRA 3008","Écriture en communication","Cours sans examen",3,4652,"Langue et cultures hispaniques"
"FRA 3005","Rédaction fondamentale","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"FRA 3008","Écriture en communication","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"SCS 2013","Documentation et rédaction en sciences sociales","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"FRA 3006","Rédaction administrative","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"LIN 2003","Nouvelles pratiques du français","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"LIN 3004","Lexicologie et lexicographie de la languye française","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"ANG 4005","Effective Written Communication","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"ESP 4010","Redacción especializada en español","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"LIN 4003","Overview of English Language Varieties and Cultures","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"TRA 4011","Iniciación a la traducción profesional: francés-español","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"TRA 4035","Reducción de textos","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"COM 5000","Communication organisationnelle","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"RPL 2003","Introduction aux relations publiques","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"RPL 2004","Le plan de communication","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"COM 2001","La nouvelle communication","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"LIT 4003","Bandde dessinée et figuration narrative","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",3,4424,"Pratiques rédactionnelles"
"COM 3023","Déontologie et éthique de la production de l'information","Cours sans examen",3,4424,"Pratiques rédactionnelles"
"FRA 3005","Rédaction fondamentale","Cours avec examen",3,6378,"Culture et expressions écrites"
"LIT 4000","Lectures et analyses littéraires: Histoire de la littérature des femmes","Information manquante",3,6378,"Culture et expressions écrites"
"LIT 4101","Création littéraire 1: Pastiches et exercices de style","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIT 4102","Création littéraire 2: l'essai","Cours sans examen",3,6378,"Culture et expressions écrites"
"PHI 2015","Pensée critique et argumentation","Cours sans examen",3,6378,"Culture et expressions écrites"
"HIS 2002","Histoire culturelle du comique au Québec","Cours avec examen",3,6378,"Culture et expressions écrites"
"LIT 4001","Littérature de masse","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIT 4003","Bandde dessinée et figuration narrative","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIT 4004","Littérature pour enfants","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIT 4005","Le roman d'amour","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",3,6378,"Culture et expressions écrites"
"ANG 4005","Effective Written Communication","Cours sans examen",3,6378,"Culture et expressions écrites"
"ESP 4010","Redacción especializada en español","Cours sans examen",3,6378,"Culture et expressions écrites"
"FRA 3006","Rédaction administrative","Cours sans examen",3,6378,"Culture et expressions écrites"
"FRA 3007","Rédaction scientifique et technique","Cours sans examen",3,6378,"Culture et expressions écrites"
"FRA 3008","Écriture en communication","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIN 2003","Nouvelles pratiques du français","Cours sans examen",3,6378,"Culture et expressions écrites"
"LIN 3004","Lexicologie et lexicographie de la languye française","Cours sans examen",3,6378,"Culture et expressions écrites"
"SCS 2013","Documentation et rédaction en sciences sociales","Cours sans examen",3,6378,"Culture et expressions écrites"
"TRA 4010","La traduction vers le français : une introduction","Cours sans examen",3,6378,"Culture et expressions écrites"
"TRA 4030","Outils, ressources et environnements d'aide à la traduction","Cours sans examen",3,6378,"Culture et expressions écrites"
"COM 2000","Histoire des communications","Cours avec examen",3,6378,"Culture et expressions écrites"
"COM 3000","Droits et enjeux de la communication","Cours avec examen",3,6378,"Culture et expressions écrites"
"HIS 1060","Introduction à l'histoire du Québec","Cours avec examen",3,6378,"Culture et expressions écrites"
"LIN 1001","Langue et société","Cours avec examen",3,6378,"Culture et expressions écrites"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",3,6378,"Culture et expressions écrites"
"PHI 2011","Épistémologie des sciences et des techniques","Cours avec examen",3,6378,"Culture et expressions écrites"
"POL 3000","Québec : état et société","Cours avec examen",3,6378,"Culture et expressions écrites"
"SCI 1021","Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance","Cours sans examen",3,6378,"Culture et expressions écrites"
"SHS 2100","Société et sociétés","Cours avec examen",3,6378,"Culture et expressions écrites"
"LIN 1001","Langue et société","Cours avec examen",3,6632,"Langue et linguistique"
"LIN 2001","Langue française: histoire générale et spécifique québécoise","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 3001","Le langage et ses usages","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 3004","Lexicologie et lexicographie de la languye française","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 3010","Développement du langage","Cours avec examen",3,6632,"Langue et linguistique"
"LIT 4001","Littérature de masse","Cours sans examen",3,6632,"Langue et linguistique"
"LIT 4004","Littérature pour enfants","Cours sans examen",3,6632,"Langue et linguistique"
"LIT 4005","Le roman d'amour","Cours sans examen",3,6632,"Langue et linguistique"
"LIT 4006","Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ","Cours sans examen",3,6632,"Langue et linguistique"
"LIT 4007","Roman et mondialisation","Cours sans examen",3,6632,"Langue et linguistique"
"LIT 4101","Création littéraire 1: Pastiches et exercices de style","Cours sans examen",3,6632,"Langue et linguistique"
"ESP 3001","Español intermedio","Cours sans examen",3,6632,"Langue et linguistique"
"ESP 4001","La lectura y la redacción en español","Cours avec examen",3,6632,"Langue et linguistique"
"ESP 4012","Sociolingüística del mundo hispánico","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4016","Aprendizaje de una segunda lengua y bilingüismo","Cours sans examen",3,6632,"Langue et linguistique"
"ANG 3001","Listening and Speaking","Cours avec examen",3,6632,"Langue et linguistique"
"ANG 4005","Effective Written Communication","Cours sans examen",3,6632,"Langue et linguistique"
"ANG 4017","International Business English","Cours avec examen",3,6632,"Langue et linguistique"
"ANG 4020","Advanced Written and Oral Productions","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4015","Second Language Learning and Bilingualism","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4120","Teaching English as a Secind Language using Communication Technologies","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4125","Teaching English as a Secind Language in Schools","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4128","Teaching English as a Secind Language to Adults","Cours sans examen",3,6632,"Langue et linguistique"
"LIN 4130","Reflexive Second Language Teaching","Cours sans examen",3,6632,"Langue et linguistique"
